"Action","Receipt Date","Type","Application Number","Bank Name","Branch Name","Branch Address","City","State","County"
"Approved",2020-07-20,"Branch Establishment","2020-LB-BranchNew-314982","U.S. Bank NA","PWM Kansas City","4600 Madison Avenue","Kansas City","MO","Jackson"
"Approved",2020-07-21,"Relocation","2020-LB-Relocation-314852","Huntington NB","9127 Hamtramck Branch","9301 JOSEPH CAMPAU","HAMTRAMCK","MI","Wayne"
"Consummated/Effective",2020-07-21,"Branch Establishment","2018-LB-BranchNew-303611","JPMorgan Chase Bank, NA","Cedar Knolls Hanover Avenue","190 E Hanover Ave","Cedar Knolls","NJ","Morris"
"Receipt",2020-07-21,"Relocation","2020-SO-Relocation-315481","City NB of Florida","Central Florida Branch","355 NORTH ORANGE AVENUE","ORLANDO","FL","Orange"
"Consummated/Effective",2020-07-21,"Branch Establishment","2019-LB-BranchNew-308308","JPMorgan Chase Bank, NA","Fishtown","1502 Franklin Ave","Philadelphia","PA","Philadelphia"
"Receipt",2020-07-21,"Branch Establishment","2020-CE-BranchNew-315483","North Shore Bank, FSB","Germantown Branch","N112 W15780 Mequon Road","Germantown","WI","Washington"
"Receipt",2020-07-21,"Branch Closings","2020-LB-BranchClosing-315490","Citibank NA","Gresham","2000 WEST 79TH STREET","CHICAGO","IL","Cook"
"Consummated/Effective",2020-07-21,"Branch Establishment","2020-LB-BranchNew-313521","PNC Bank NA","Hughes Landing","2000 Hughes Landing Blvd Ste F-100","The Woodlands","TX","Montgomery"
"Consummated/Effective",2020-07-21,"Branch Establishment","2018-LB-BranchNew-303002","JPMorgan Chase Bank, NA","Hwy 7 and Sheridan","16820 Sheridan Pkwy","Broomfield","CO","Broomfield"
"Consummated/Effective",2020-07-21,"Branch Establishment","2020-LB-BranchNew-313493","PNC Bank NA","Irving","8445 N Belt Line Rd Ste 100","Irving","TX","Dallas"
"Receipt",2020-07-21,"Branch Establishment","2020-CE-BranchNew-315519","New Carlisle FSB","Limestone","1408 North Limestone Street","Springfield","OH","Clark"
"Receipt",2020-07-21,"Branch Closings","2020-LB-BranchClosing-315479","JPMorgan Chase Bank, NA","Niles","8510 WEST GOLF ROAD","NILES","IL","Cook"
"Receipt",2020-07-21,"Branch Closings","2020-LB-BranchClosing-315476","Wells Fargo Bank, N.A.","Normandy Branch","6545 NORMANDY BOULEVARD","JACKSONVILLE","FL","Duval"
"Withdrawn",2020-07-21,"Branch Establishment","2019-CE-BranchNew-311152","Huntington NB","North Columbus Private Bank","7575 Huntington Park","Columbus","OH","Franklin"
"Consummated/Effective",2020-07-21,"Branch Establishment","2019-LB-BranchNew-310235","JPMorgan Chase Bank, NA","Parham Rd and Staples Mill Rd","8727 Staples Mill Rd","Richmond","VA","Henrico"
"Approved",2020-07-21,"Branch Establishment","2020-LB-BranchNew-314972","JPMorgan Chase Bank, NA","The Collective at Canton","NWC Boston Street and South Haven Street","Baltimore","MD","Baltimore City"
"Consummated/Effective",2020-07-21,"Branch Establishment","2018-LB-BranchNew-303417","JPMorgan Chase Bank, NA","Toms River Route 37 W","1095 Route 37 W","Toms River","NJ","Ocean"
"Consummated/Effective",2020-07-21,"Branch Establishment","2020-NE-BranchNew-315552","Westfield Bank","West Hartford Branch","977 Farmington Avenue","West Hartford","CT","Hartford"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315533","Wells Fargo Bank, N.A.","13th Street Phenix City","616 13TH STREET","PHENIX CITY","AL","Russell"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315498","Wells Fargo Bank, N.A.","1st Avenue","1800 FIRST AVNEUE NE","CEDAR RAPIDS","IA","Linn"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315497","Wells Fargo Bank, N.A.","39th & Wadsorth In-Store","3900 WADSWORTH BOULEVARD","WHEAT RIDGE","CO","Jefferson"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315522","Wells Fargo Bank, N.A.","Alameda and Wadsworth","7950 WEST ALAMEDA AVENUE","LAKEWOOD","CO","Jefferson"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315500","Wells Fargo Bank, N.A.","Atco Waterford","451 WHITE HORSE PIKE","ATCO","NJ","Camden"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315501","Wells Fargo Bank, N.A.","Autumn Creek","3141 FM 528 ROAD","FRIENDSWOOD","TX","Harris"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315499","Wells Fargo Bank, N.A.","Central Park Plaza","1825 CENTRAL PARK PLAZA","STEAMBOAT SPRINGS","CO","Routt"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315502","Wells Fargo Bank, N.A.","Chesterbrook","500 CHESTERBROOK BLVD","CHESTERBROOK","PA","Chester"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315504","Wells Fargo Bank, N.A.","Concord Parkway Branch","948 CONCORD PARKWAY NORTH","CONCORD","NC","Cabarrus"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315505","Wells Fargo Bank, N.A.","Cypress Creek @ Randall's","1400 CYPRESS CREEK ROAD","CEDAR PARK","TX","Williamson"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315507","Wells Fargo Bank, N.A.","Dearborn","2 SOUTH INDIANA AVE","ENGLEWOOD","FL","Sarasota"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315506","Wells Fargo Bank, N.A.","Eighth South B Office","778 SOUTH MAIN STREET","SALT LAKE CITY","UT","Salt Lake"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315508","Wells Fargo Bank, N.A.","Emmaus Ii","335 MAIN STREET","EMMAUS","PA","Lehigh"
"Receipt",2020-07-22,"Branch Establishment","2020-LB-BranchNew-315493","JPMorgan Chase Bank, NA","Glastonbury","NEC New London Turnpike and Hebron Avenue","Glastonbury","CT","Hartford"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315512","Wells Fargo Bank, N.A.","Glen Meade","1701 SHIPYARD BOULEVARD","WILMINGTON","NC","New Hanover"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315513","Wells Fargo Bank, N.A.","Greenbriar Mall","2841 GREENBRIAR PARKWAY SW","ATLANTA","GA","Fulton"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315510","Wells Fargo Bank, N.A.","Hackettstown-High Street","811 HIGH STREET","HACKETTSTOWN","NJ","Warren"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315511","Wells Fargo Bank, N.A.","International Center Office","5580 AMELIA EARHART DRIVE","SALT LAKE CITY","UT","Salt Lake"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315520","Wells Fargo Bank, N.A.","Joshua","449 SOUTH BROADWAY","JOSHUA","TX","Johnson"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315521","Wells Fargo Bank, N.A.","Lancaster & Silverton Branch","3380 LANCASTER DRIVE NORTHEAST","SALEM","OR","Marion"
"Receipt",2020-07-22,"Branch Establishment","2020-LB-BranchNew-315480","U.S. Bank NA","McMullen Creek","8334 Pineville Matthews Road","Charlotte","NC","Mecklenburg"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315523","Wells Fargo Bank, N.A.","Memorial at Dairy Ashford","14610 MEMORIAL DRIVE","HOUSTON","TX","Harris"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315503","Wells Fargo Bank, N.A.","Northwest & Ash","1616 WEST NORTHWEST BOULEVARD","SPOKANE","WA","Spokane"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315518","Wells Fargo Bank, N.A.","Oakhurst Ii","221 MONMOUTH RD","OAKHURST","NJ","Monmouth"
"Receipt",2020-07-22,"Branch Establishment","2020-LB-BranchNew-315496","JPMorgan Chase Bank, NA","Oswell and Mall View","NEC Oswell St and Mall View Rd","Bakersfield","CA","Kern"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315517","Wells Fargo Bank, N.A.","Plymouth","9454 MAIN STREET","PLYMOUTH","CA","Amador"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315515","Wells Fargo Bank, N.A.","Port Angeles","901 E. FRONT STREET","PORT ANGELES","WA","Clallam"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315516","Wells Fargo Bank, N.A.","Reddick","15275 N W GAINESVILLE RD","REDDICK","FL","Marion"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315525","Wells Fargo Bank, N.A.","Sandy In-Store","37601 HIGHWAY 26","SANDY","OR","Clackamas"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315529","Wells Fargo Bank, N.A.","Seattle Industrial","1763 4TH AVENUE SOUTH","SEATTLE","WA","King"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315527","Wells Fargo Bank, N.A.","Sedro Woolley","900 METCALF STREET","SEDRO WOOLLEY","WA","Skagit"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315528","Wells Fargo Bank, N.A.","Silver Firs","5802 134TH PLACE S.E.","EVERETT","WA","Snohomish"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315526","Wells Fargo Bank, N.A.","Sprayberry Branch","2687 SANDY PLAINS ROAD","MARIETTA","GA","Cobb"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315530","Wells Fargo Bank, N.A.","St. Helens Branch","795 SOUTH COLUMBIA RIVER HIGHWAY","ST. HELENS","OR","Columbia"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315532","Wells Fargo Bank, N.A.","Stayton Branch","1535 NORTH FIRST STREET","STAYTON","OR","Marion"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315534","Wells Fargo Bank, N.A.","Tom Thumb- Toll Road & Parker","5968 W. PARKER ROAD","PLANO","TX","Collin"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315531","Wells Fargo Bank, N.A.","Troutdale In-Store","2501 SW CHERRY PARK ROAD","TROUTDALE","OR","Multnomah"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315537","Wells Fargo Bank, N.A.","Wendell Main Office","18 S. MAIN STREET","WENDELL","NC","Wake"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315540","Wells Fargo Bank, N.A.","West Colorado In-Store","3275 WEST COLORADO AVENUE","COLORADO SPRINGS","CO","El Paso"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315539","Wells Fargo Bank, N.A.","Wolflin Branch","1838 SOUTH GEORGIA ST","AMARILLO","TX","Potter"
"Receipt",2020-07-22,"Branch Closings","2020-LB-BranchClosing-315541","Wells Fargo Bank, N.A.","Woodlake","9660 WESTHEIMER ROAD","HOUSTON","TX","Harris"
"Approved",2020-07-23,"215a-3: Mergers with Non-Bank Affiliates","2020-NE-215a3-314513","Computershare Tr Co NA"," "," "," "," "," "
"Receipt",2020-07-23,"Business Combinations","2020-SO-Combination-315560","First NB Texas"," "," "," "," "," "
"Receipt",2020-07-23,"Federal Branches/Agencies - Relocations","2020-NE-FBA_Relocations-315595","Icici Bank Limited"," "," "," "," "," "
"Approved",2020-07-23,"Subsidiaries & Equities","2020-LB-Subs&Equities-315288","Fifth Third Bank, NA"," "," "," "," "," "
"Approved",2020-07-23,"Subsidiaries & Equities","2020-LB-Subs&Equities-315289","Fifth Third Bank, NA"," "," "," "," "," "
"Approved",2020-07-23,"Subsidiaries & Equities","2020-LB-Subs&Equities-315290","Fifth Third Bank, NA"," "," "," "," "," "
"Receipt",2020-07-23,"New Bank Charter","2020-NE-Charter-315544","American Challenger Bank, NA","American Challenger Bank, NA","to be determined","Stamford","CT"," "
"Receipt",2020-07-23,"Branch Closings","2020-SO-BranchClosing-315619","Axiom Bank, NA","Axiom Bk - Bartow Branch","1050 East Van Fleet Drive","Bartow","FL","Polk"
"Receipt",2020-07-23,"Branch Closings","2020-SO-BranchClosing-315618","Axiom Bank, NA","Axiom Bk - Bradenton Branch","5315 Cortez Road West","Bradenton","FL","Manatee"
"Receipt",2020-07-23,"Branch Closings","2020-SO-BranchClosing-315616","Axiom Bank, NA","Axiom Bk - Goldenrod Wal-Mart Branch","5991 South Goldenrod Road","Orlando","FL","Orange"
"Receipt",2020-07-23,"Branch Establishment","2020-LB-BranchNew-315550","Wells Fargo Bank, N.A.","Green Lake","6900 E Green Lake Way N","Seattle","WA","King"
"Receipt",2020-07-23,"Branch Establishment","2020-LB-BranchNew-315551","Wells Fargo Bank, N.A.","North Bend","250 Bendigo Blvd S","North Bend","WA","King"
"Approved",2020-07-23,"Branch Establishment","2020-LB-BranchNew-314956","Wells Fargo Bank, N.A.","Prosperity Church","5920 Highlands Shoppes Dr","Charlotte","NC","Mecklenburg"
"Approved",2020-07-23,"Branch Establishment","2020-LB-BranchNew-314951","Wells Fargo Bank, N.A.","The Shoppes at Kingsgate","1319 Kingwood Dr","Kingwood","TX","Harris"
"Receipt",2020-07-23,"Branch Establishment","2020-NE-BranchNew-315552","Westfield Bank","West Hartford Branch","977 Farmington Avenue","West Hartford","CT","Hartford"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315563","JPMorgan Chase Bank, NA","Banksville","1073 NORTH STREET","GREENWICH","CT","Fairfield"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315570","JPMorgan Chase Bank, NA","Beaverton Town Square Fred Meyer","11425 SW BEAVERTON-HILLSDALE HWY","BEAVERTON","OR","Washington"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315571","JPMorgan Chase Bank, NA","Branchburg Shoprite","3166 US HIGHWAY ROUTE 22 WEST","BRANCHBURG","NJ","Somerset"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315562","JPMorgan Chase Bank, NA","Burlington Fred Meyer","920 S BURLINGTON BOULEVARD","BURLINGTON","WA","Skagit"
"Receipt",2020-07-24,"Branch Establishment","2020-CE-BranchNew-315665","First Federal Community Bk, NA","Dover OH Branch","141 West Ohio Avenue","Dover","OH","Tuscarawas"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315557","JPMorgan Chase Bank, NA","East Flushing","196-03 NORTHERN BOULEVARD","FLUSHING","NY","Queens"
"Receipt",2020-07-24,"Branch Establishment","2020-LB-BranchNew-315555","Bank of America, NA","Flushing Northern Boulevard","14476 Northern Boulevard","Flushing","NY","Queens"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315569","JPMorgan Chase Bank, NA","Green Valley","151 W. ESPERANZA BOULEVARD","GREEN VALLEY","AZ","Pima"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315567","JPMorgan Chase Bank, NA","Hillsboro Fred Meyer","6495 SE TUALATIN VALLEY HIGHWAY, SUITE A","HILLSBORO","OR","Washington"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315566","JPMorgan Chase Bank, NA","Lincoln Square Banking Center","4711 NORTH LINCOLN AVENUE","CHICAGO","IL","Cook"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315568","JPMorgan Chase Bank, NA","Marathon Parkway","5621 MARATHON PKWY","LITTLE NECK","NY","Queens"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315574","JPMorgan Chase Bank, NA","Pierson and W 16th Street","20 WEST 16TH STREET","INDIANAPOLIS","IN","Marion"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315572","JPMorgan Chase Bank, NA","Salmon Bay Fred Meyer","915 NW 45TH ST","SEATTLE","WA","King"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315558","JPMorgan Chase Bank, NA","Sandy Fred Meyer","16625 SE 362ND DR, STE A","SANDY","OR","Clackamas"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315564","JPMorgan Chase Bank, NA","Santa Monica & Overland Banking Center","10700 SANTA MONICA BOULEVARD, SUITE 100","LOS ANGELES","CA","Los Angeles"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315565","JPMorgan Chase Bank, NA","South Hill Fred Meyer","17404 MERIDIAN AVE E, STE A","PUYALLUP","WA","Pierce"
"Consummated/Effective",2020-07-24,"Branch Closings","2020-LB-BranchClosing-314212","PNC Bank NA","South Park Branch","2777 SOUTH PARK ROAD","BETHEL PARK","PA","Allegheny"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315573","JPMorgan Chase Bank, NA","Speedway & Pantano Frys","7812 EAST SPEEDWAY BOULEVARD","TUCSON","AZ","Pima"
"Receipt",2020-07-24,"Branch Establishment","2020-LB-BranchNew-315548","JPMorgan Chase Bank, NA","US 380 and Beauchamp","SWC US 380 and Beauchamp Blvd","Princeton","TX","Collin"
"Receipt",2020-07-24,"Branch Closings","2020-LB-BranchClosing-315576","JPMorgan Chase Bank, NA","Vancouver Mall","8203 NE VANCOUVER MALL DR","VANCOUVER","WA","Clark"
"Consummated/Effective",2020-07-27,"Relocation","2020-WE-Relocation-313137","Lincoln FSB of NE"," "," "," "," "," "
"Receipt",2020-07-27,"Branch Establishment","2020-LB-BranchNew-315591","Citizens Bank, NA","1835 Market Street","1835 Market Street","Philadelphia","PA","Philadelphia"
"Consummated/Effective",2020-07-27,"Relocation","2020-LB-Relocation-314217","PNC Bank NA","Bethel Park","5035 LIBRARY ROAD","BETHEL PARK PA","PA","Allegheny"
"Consummated/Effective",2020-07-27,"Relocation","2020-LB-Relocation-314205","Wells Fargo Bank, N.A.","Cache Valley Mall Branch","1320 NORTH MAIN STREET","LOGAN","UT","Cache"
"Receipt",2020-07-27,"Branch Closings","2020-WE-BranchClosing-315592","Fidelity Bank, NA","Fidelity Bk - Oklahoma City Northwest Expressway Branch","4035 Northwest Expressway","Oklahoma City","OK","Oklahoma"
"Receipt",2020-07-27,"Branch Establishment","2020-SO-BranchNew-315607","First Century Bank, NA","First Century Bank, Hilton Head Branch","19 Shelter Cove Lane, Suite 103","Hilton Head Island","SC","Beaufort"
"Consummated/Effective",2020-07-27,"Relocation","2020-LB-Relocation-314081","Wells Fargo Bank, N.A.","Greeley","1025 NINTH AVENUE","GREELEY","CO","Weld"
"Approved",2020-07-27,"Relocation","2020-SO-Relocation-315293","Lamar NB","Lamar National Bank - Celina","721 E. Pecan, Suite 100","Celina","TX","Collin"
"Approved",2020-07-27,"Branch Establishment","2020-LB-BranchNew-315013","U.S. Bank NA","Mound","2141 Commerce Blvd.","Mound","MN","Hennepin"
"Receipt",2020-07-27,"Branch Closings","2020-WE-BranchClosing-315593","CIT Bank, NA","Mutual of Omaha Bank Tower","4265 San Felipe Street","Houston","TX","Harris"
"Receipt",2020-07-27,"Branch Closings","2020-SO-BranchClosing-315587","BankUnited, NA","None Given","623 Fifth Avenue","New York","NY","New York"
"Approved",2020-07-27,"Branch Establishment","2020-CE-BranchNew-314990","First NB of Bellevue","Perkins Branch","4000 Milan Road","Sandusky","OH","Erie"
"Approved",2020-07-27,"Branch Establishment","2020-LB-BranchNew-315002","Huntington NB","Sewickley","419 Beaver Street","Sewickley","PA","Allegheny"
"Receipt",2020-07-27,"Branch Closings","2020-SO-BranchClosing-315590","BankUnited, NA","Sunny Isles","17100 COLLINS AVENUE","SUNNY ISLES BEACH","FL","Miami-Dade"
"Approved",2020-07-27,"Branch Establishment","2020-LB-BranchNew-314995","Huntington NB","Woodward Corners","30955 Woodward Ave.","Royal Oak","MI","Oakland"
"Consummated/Effective",2020-07-28,"Branch Establishment","2020-LB-BranchNew-313494","PNC Bank NA","Allen","829 B West Stacy Road Suite 100","Allen","TX","Collin"
"Approved",2020-07-28,"Branch Establishment","2020-LB-BranchNew-315028","JPMorgan Chase Bank, NA","Clark and Addison","SWC West Addison Street and North Clark Street","Chicago","IL","Cook"
"Approved",2020-07-28,"Branch Establishment","2020-LB-BranchNew-315001","Wells Fargo Bank, N.A.","Clemson University","720 McMillan rd","Clemson","SC","Pickens"
"Receipt",2020-07-28,"Branch Establishment","2020-CE-BranchNew-315602","CNB Bank & Trust, NA","CNB Edwardsville","212 Evergreen Lane","Glen Carbon","IL","Madison"
"Consummated/Effective",2020-07-28,"Branch Establishment","2020-LB-BranchNew-313222","PNC Bank NA","Cool Springs","1556 W McEwen Dr Ste 124","Franklin","TN","Williamson"
"Receipt",2020-07-28,"Branch Closings","2020-LB-BranchClosing-315608","JPMorgan Chase Bank, NA","East Salem Fred Meyer","3740 MARKET ST NE","SALEM","OR","Marion"
"Consummated/Effective",2020-07-28,"Relocation","2018-SO-Relocation-304309","First NB of Stanton","First National Bank of Stanton","200 NORTH LORAINE, SUITE 1200","MIDLAND","TX","Midland"
"Receipt",2020-07-28,"Branch Closings","2020-LB-BranchClosing-315612","JPMorgan Chase Bank, NA","Franklin Fred Meyer","5120 W FRANKLIN RD","BOISE","ID","Ada"
"Receipt",2020-07-28,"Branch Establishment","2020-LB-BranchNew-315623","Wells Fargo Bank, N.A.","Georgetown","1329 Wisconsin Ave NW","Washington","DC","District of Columbia"
